CustomerID,Gender,Income,SpendingScore,EducationLevel,MaritalStatus,PurchaseFrequency,ProductCategory,LoyaltyScore,EmploymentStatus,HouseholdSize,CreditScore,OnlineShoppingHabit,DiscountSensitivity,PreferredPaymentMethod,SubscriptionStatus,Income_scaled,SpendingScore_scaled,PurchaseFrequency_scaled,Cluster_Description,Cluster
1569,Female,39094.0,25.0,Master,Married,7.0,Furniture,12.0,Student,1.0,554.0,High,Medium,PayPal,Yes,-0.7511725580210931,-0.8870889307338762,-0.954306427774458,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng ít. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",1
1570,Male,45170.0,81.0,PhD,Married,27.0,Beauty,40.0,Student,1.0,466.0,Medium,Low,Installments,No,-0.3436197605979846,1.0706614279719422,1.437076344829826,"Thu nhập thấp nhưng chi tiêu cao, tần suất mua hàng nhiều. Khách hàng có nhu cầu cao, có thể gợi ý sản phẩm giá phù hợp hoặc chương trình trả góp.",0
1571,Female,33621.0,11.0,High School,Single,5.0,Fashion,87.0,Employed,2.0,736.0,High,Medium,Installments,No,-1.1182786245610326,-1.3765265204103307,-1.1934447050348862,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng ít. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",1
1572,Male,70028.0,27.0,Bachelor,Married,4.0,Beauty,53.0,Employed,5.0,839.0,Low,Low,PayPal,No,1.3237514438693674,-0.8171692750658113,-1.3130138436651004,"Thu nhập cao, chi tiêu thấp, tần suất mua hàng ít. Có thể cần chiến lược khuyến khích chi tiêu thông qua chương trình ưu đãi hấp dẫn.",1
1573,Female,41865.0,79.0,High School,Single,19.0,Furniture,92.0,Employed,5.0,751.0,Low,Low,Credit Card,No,-0.5653054083075589,1.0007417723038772,0.4805232357881125,"Thu nhập thấp nhưng chi tiêu cao, tần suất mua hàng trung bình. Khách hàng có nhu cầu cao, có thể gợi ý sản phẩm giá phù hợp hoặc chương trình trả góp.",0
1574,Male,41345.0,61.0,High School,Single,23.0,Furniture,96.0,Employed,2.0,439.0,Low,Medium,Credit Card,No,-0.6001848445583845,0.37146487129129274,0.9587997903089693,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng nhiều. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",0
1575,Female,69610.0,22.0,High School,Single,1.0,Electronics,55.0,Retired,3.0,676.0,Medium,Low,Credit Card,No,1.295713743190819,-0.9919684142359736,-1.6717212595557431,"Thu nhập trung bình, chi tiêu thấp, tần suất mua hàng ít. Cần gợi ý sản phẩm thiết yếu có giá hợp lý.",1
1576,Male,24375.0,74.0,High School,Single,15.0,Fashion,3.0,Employed,1.0,357.0,Medium,Low,Cash,No,-1.7384618314362896,0.8259426331337149,0.0022466812672556897,"Thu nhập thấp nhưng chi tiêu cao, tần suất mua hàng trung bình. Khách hàng có nhu cầu cao, có thể gợi ý sản phẩm giá phù hợp hoặc chương trình trả góp.",0
1577,Female,74809.0,20.0,Bachelor,Single,9.0,Electronics,14.0,Student,2.0,675.0,Medium,Medium,Installments,Yes,1.6444410298601313,-1.0618880699040385,-0.7151681505140295,"Thu nhập cao, chi tiêu thấp, tần suất mua hàng ít. Có thể cần chiến lược khuyến khích chi tiêu thông qua chương trình ưu đãi hấp dẫn.",1
1578,Male,48427.0,56.0,Bachelor,Divorced,18.0,Beauty,43.0,Retired,3.0,330.0,Medium,High,Credit Card,No,-0.12515375315771726,0.1966657321211304,0.3609540971578983,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng trung bình. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",0
1579,Male,65209.0,47.0,Bachelor,Married,26.0,Electronics,58.0,Student,4.0,321.0,Medium,Medium,Installments,No,1.0005129759987355,-0.11797271838516184,1.3175072061996118,"Thu nhập và chi tiêu trung bình, tần suất mua hàng nhiều. Có thể cá nhân hóa đề xuất sản phẩm dựa trên sở thích và hành vi mua hàng.",2
1580,Male,57776.0,45.0,High School,Married,16.0,Fashion,36.0,Employed,4.0,488.0,Medium,Low,PayPal,No,0.5019382651287608,-0.18789237405322678,0.1218158198974699,"Thu nhập và chi tiêu trung bình, tần suất mua hàng trung bình. Có thể cá nhân hóa đề xuất sản phẩm dựa trên sở thích và hành vi mua hàng.",4
1581,Male,20748.0,88.0,High School,Single,3.0,Fashion,2.0,Employed,2.0,698.0,Medium,High,Credit Card,No,-1.9817458992857981,1.3153802228101694,-1.4325829822953147,"Thu nhập thấp nhưng chi tiêu cao, tần suất mua hàng ít. Khách hàng có nhu cầu cao, có thể gợi ý sản phẩm giá phù hợp hoặc chương trình trả góp.",0
1582,Female,60033.0,42.0,High School,Married,4.0,Beauty,88.0,Retired,3.0,654.0,High,Low,PayPal,Yes,0.6533284336251328,-0.2927718575553242,-1.3130138436651004,"Thu nhập và chi tiêu trung bình, tần suất mua hàng ít. Có thể cá nhân hóa đề xuất sản phẩm dựa trên sở thích và hành vi mua hàng.",1
1583,Male,33948.0,15.0,Bachelor,Divorced,26.0,Groceries,96.0,Employed,5.0,394.0,Medium,Medium,Cash,No,-1.0963448252263788,-1.236687209074201,1.3175072061996118,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng nhiều. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",3
1584,Female,46328.0,30.0,Bachelor,Single,18.0,Electronics,1.0,Employed,4.0,701.0,High,Low,PayPal,Yes,-0.2659459391009537,-0.7122897915637139,0.3609540971578983,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng trung bình. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",4
1585,Female,75454.0,21.0,High School,Single,29.0,Fashion,69.0,Employed,2.0,528.0,Low,Medium,PayPal,No,1.6877049459789437,-1.026928242070006,1.6762146220902545,"Thu nhập cao, chi tiêu thấp, tần suất mua hàng nhiều. Có thể cần chiến lược khuyến khích chi tiêu thông qua chương trình ưu đãi hấp dẫn.",4
1586,Male,41568.0,12.0,Bachelor,Single,11.0,Furniture,35.0,Retired,4.0,401.0,High,Medium,Installments,No,-0.5852269324738959,-1.3415666925762983,-0.47602987325360113,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng trung bình. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",1
1587,Male,66783.0,72.0,Master,Single,20.0,Fashion,57.0,Employed,1.0,322.0,High,Medium,Cash,No,1.1060903464964267,0.75602297746565,0.6000923744183266,"Thu nhập trung bình nhưng chi tiêu cao, tần suất mua hàng trung bình. Cơ hội upsell tốt với các gói giá trị cao hơn hoặc quảng bá sản phẩm cao cấp.",0
1588,Female,35536.0,78.0,Master,Single,3.0,Sports,48.0,Employed,4.0,709.0,Medium,Medium,Cash,Yes,-0.9898283929834729,0.9657819444698447,-1.4325829822953147,"Thu nhập thấp nhưng chi tiêu cao, tần suất mua hàng ít. Khách hàng có nhu cầu cao, có thể gợi ý sản phẩm giá phù hợp hoặc chương trình trả góp.",0
1589,Female,72087.0,42.0,Bachelor,Single,29.0,Beauty,35.0,Employed,4.0,476.0,High,Low,Cash,No,1.461860596254848,-0.2927718575553242,1.6762146220902545,"Thu nhập cao, chi tiêu trung bình, tần suất mua hàng nhiều. Khuyến nghị nâng cấp sản phẩm hoặc dịch vụ để tối ưu trải nghiệm khách hàng.",2
1590,Male,48227.0,1.0,Master,Married,5.0,Sports,79.0,Student,5.0,809.0,Medium,High,Cash,No,-0.13856892094649637,-1.7261247987506554,-1.1934447050348862,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng ít. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",1
1591,Female,56610.0,42.0,High School,Single,6.0,Electronics,64.0,Student,1.0,452.0,Low,Medium,Cash,Yes,0.42372783692017885,-0.2927718575553242,-1.0738755664046722,"Thu nhập và chi tiêu trung bình, tần suất mua hàng ít. Có thể cá nhân hóa đề xuất sản phẩm dựa trên sở thích và hành vi mua hàng.",1
1592,Female,48565.0,87.0,High School,Married,13.0,Fashion,28.0,Employed,3.0,589.0,Low,High,Credit Card,Yes,-0.11589728738345971,1.280420394976137,-0.23689159599317272,"Thu nhập thấp nhưng chi tiêu cao, tần suất mua hàng trung bình. Khách hàng có nhu cầu cao, có thể gợi ý sản phẩm giá phù hợp hoặc chương trình trả góp.",0
1593,Male,50352.0,73.0,High School,Married,20.0,Fashion,74.0,Employed,4.0,748.0,High,High,PayPal,Yes,0.003967236809281379,0.7909828052996823,0.6000923744183266,"Thu nhập trung bình nhưng chi tiêu cao, tần suất mua hàng trung bình. Cơ hội upsell tốt với các gói giá trị cao hơn hoặc quảng bá sản phẩm cao cấp.",0
1594,Female,29670.0,95.0,Bachelor,Single,11.0,Sports,42.0,Student,3.0,465.0,Medium,Medium,PayPal,Yes,-1.3832952642283634,1.5600990176483966,-0.47602987325360113,"Thu nhập thấp nhưng chi tiêu cao, tần suất mua hàng trung bình. Khách hàng có nhu cầu cao, có thể gợi ý sản phẩm giá phù hợp hoặc chương trình trả góp.",0
1595,Male,42335.0,5.0,High School,Divorced,5.0,Fashion,80.0,Retired,2.0,401.0,Low,Low,Credit Card,No,-0.5337797640039281,-1.5862854874145256,-1.1934447050348862,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng ít. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",1
1596,Male,39134.0,84.0,High School,Single,14.0,Electronics,89.0,Employed,1.0,623.0,Medium,High,Cash,No,-0.7484895244633373,1.1755409114740396,-0.11732245736295852,"Thu nhập thấp nhưng chi tiêu cao, tần suất mua hàng trung bình. Khách hàng có nhu cầu cao, có thể gợi ý sản phẩm giá phù hợp hoặc chương trình trả góp.",0
1597,Male,30369.0,66.0,Bachelor,Single,15.0,Fashion,77.0,Employed,3.0,788.0,Low,High,Credit Card,No,-1.3364092528065805,0.5462640104614551,0.0022466812672556897,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng trung bình. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",0
1598,Female,51164.0,7.0,Bachelor,Divorced,19.0,Fashion,15.0,Employed,3.0,600.0,Medium,Medium,Credit Card,No,0.05843281803172445,-1.5163658317464606,0.4805232357881125,"Thu nhập trung bình, chi tiêu thấp, tần suất mua hàng trung bình. Cần gợi ý sản phẩm thiết yếu có giá hợp lý.",4
1599,Male,71039.0,96.0,Bachelor,Married,10.0,Fashion,48.0,Retired,3.0,836.0,High,Low,Credit Card,No,1.3915651170416456,1.5950588454824293,-0.5955990118838153,"Thu nhập cao, chi tiêu cao, tần suất mua hàng ít. Khách VIP, có khả năng chi tiêu mạnh, cần ưu đãi đặc biệt và dịch vụ chăm sóc cao cấp.",0
1600,Male,36624.0,66.0,Bachelor,Single,1.0,Groceries,71.0,Employed,1.0,471.0,High,Medium,Credit Card,No,-0.9168498802125147,0.5462640104614551,-1.6717212595557431,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng ít. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",0
1601,Male,75106.0,43.0,High School,Single,24.0,Furniture,28.0,Employed,1.0,407.0,High,Medium,Cash,Yes,1.6643625540264682,-0.25781202972129175,1.0783689289391836,"Thu nhập cao, chi tiêu trung bình, tần suất mua hàng nhiều. Khuyến nghị nâng cấp sản phẩm hoặc dịch vụ để tối ưu trải nghiệm khách hàng.",2
1602,Male,47910.0,61.0,High School,Single,29.0,Fashion,7.0,Employed,5.0,639.0,High,Low,PayPal,Yes,-0.1598319618917112,0.37146487129129274,1.6762146220902545,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng nhiều. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",0
1603,Male,43198.0,11.0,Master,Married,16.0,Beauty,63.0,Employed,5.0,679.0,Medium,Low,Cash,No,-0.4758933149953463,-1.3765265204103307,0.1218158198974699,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng trung bình. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",4
1604,Female,45960.0,39.0,High School,Married,18.0,Electronics,82.0,Student,5.0,362.0,Medium,High,Credit Card,No,-0.2906298478323072,-0.3976513410574216,0.3609540971578983,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng trung bình. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",4
1605,Male,83703.0,62.0,High School,Married,13.0,Beauty,63.0,Employed,2.0,743.0,Medium,Medium,Installments,No,2.241013541427137,0.4064246991253252,-0.23689159599317272,"Thu nhập cao, chi tiêu trung bình, tần suất mua hàng trung bình. Khuyến nghị nâng cấp sản phẩm hoặc dịch vụ để tối ưu trải nghiệm khách hàng.",2
1606,Female,55611.0,13.0,Master,Divorced,21.0,Beauty,51.0,Student,2.0,335.0,High,Medium,PayPal,Yes,0.3567190738152273,-1.3066068647422657,0.7196615130485409,"Thu nhập trung bình, chi tiêu thấp, tần suất mua hàng nhiều. Cần gợi ý sản phẩm thiết yếu có giá hợp lý.",4
1607,Male,55639.0,46.0,Bachelor,Single,3.0,Electronics,43.0,Employed,5.0,591.0,Medium,Low,PayPal,Yes,0.35859719730565637,-0.1529325462191943,-1.4325829822953147,"Thu nhập và chi tiêu trung bình, tần suất mua hàng ít. Có thể cá nhân hóa đề xuất sản phẩm dựa trên sở thích và hành vi mua hàng.",0
1608,Female,59185.0,49.0,Master,Single,18.0,Fashion,6.0,Employed,5.0,371.0,Low,Medium,Credit Card,No,0.5964481222007095,-0.0480530627170969,0.3609540971578983,"Thu nhập và chi tiêu trung bình, tần suất mua hàng trung bình. Có thể cá nhân hóa đề xuất sản phẩm dựa trên sở thích và hành vi mua hàng.",4
1609,Male,30225.0,34.0,Bachelor,Married,7.0,Furniture,14.0,Employed,4.0,567.0,Low,Medium,Credit Card,Yes,-1.3460681736145015,-0.5724504802275839,-0.954306427774458,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng ít. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",1
1610,Female,66541.0,32.0,High School,Single,4.0,Furniture,7.0,Unemployed,4.0,616.0,Low,High,PayPal,No,1.089857993472004,-0.6423701358956488,-1.3130138436651004,"Thu nhập trung bình, chi tiêu thấp, tần suất mua hàng ít. Cần gợi ý sản phẩm thiết yếu có giá hợp lý.",1
1611,Female,37557.0,20.0,High School,Divorced,20.0,Furniture,77.0,Employed,3.0,335.0,High,Low,Cash,No,-0.8542681224778603,-1.0618880699040385,0.6000923744183266,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng trung bình. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",3
1612,Male,35747.0,30.0,PhD,Married,1.0,Sports,52.0,Employed,1.0,648.0,Low,Medium,Credit Card,No,-0.975675390966311,-0.7122897915637139,-1.6717212595557431,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng ít. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",1
1613,Female,43002.0,4.0,High School,Single,20.0,Beauty,75.0,Unemployed,1.0,697.0,Medium,Medium,Credit Card,Yes,-0.4890401794283498,-1.621245315248558,0.6000923744183266,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng trung bình. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",3
1614,Male,46376.0,39.0,Bachelor,Divorced,21.0,Furniture,56.0,Employed,4.0,704.0,High,Medium,Cash,No,-0.2627262988316468,-0.3976513410574216,0.7196615130485409,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng nhiều. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",4
1615,Male,50025.0,73.0,Bachelor,Single,24.0,Sports,2.0,Employed,1.0,772.0,Medium,Medium,Credit Card,Yes,-0.017966562525372418,0.7909828052996823,1.0783689289391836,"Thu nhập trung bình nhưng chi tiêu cao, tần suất mua hàng nhiều. Cơ hội upsell tốt với các gói giá trị cao hơn hoặc quảng bá sản phẩm cao cấp.",0
1616,Female,45406.0,18.0,Master,Married,8.0,Beauty,86.0,Employed,3.0,781.0,Low,High,Installments,No,-0.3277898626072253,-1.1318077255721035,-0.8347372891442437,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng ít. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",1
1617,Male,41743.0,31.0,Bachelor,Married,25.0,Sports,76.0,Student,3.0,536.0,Low,Medium,Credit Card,No,-0.5734886606587142,-0.6773299637296814,1.1979380675693976,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng nhiều. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",3
1618,Male,40154.0,63.0,Bachelor,Married,18.0,Electronics,16.0,Employed,5.0,648.0,Medium,Medium,Installments,No,-0.680072168740564,0.44138452695935765,0.3609540971578983,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng trung bình. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",0
1619,Male,50537.0,56.0,High School,Married,5.0,Groceries,27.0,Unemployed,2.0,559.0,Medium,Low,Cash,No,0.01637626701390203,0.1966657321211304,-1.1934447050348862,"Thu nhập và chi tiêu trung bình, tần suất mua hàng ít. Có thể cá nhân hóa đề xuất sản phẩm dựa trên sở thích và hành vi mua hàng.",0
1620,Male,23524.0,35.0,Bachelor,Married,4.0,Sports,1.0,Employed,3.0,822.0,High,High,Credit Card,No,-1.7955433703775445,-0.5374906523935514,-1.3130138436651004,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng ít. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",1
1621,Female,50386.0,4.0,Bachelor,Single,24.0,Beauty,54.0,Student,4.0,757.0,Medium,Medium,Credit Card,No,0.006247815333373822,-1.621245315248558,1.0783689289391836,"Thu nhập trung bình, chi tiêu thấp, tần suất mua hàng nhiều. Cần gợi ý sản phẩm thiết yếu có giá hợp lý.",4
1622,Male,69080.0,11.0,High School,Single,17.0,Sports,89.0,Employed,3.0,508.0,High,High,PayPal,Yes,1.2601635485505545,-1.3765265204103307,0.2413849585276841,"Thu nhập trung bình, chi tiêu thấp, tần suất mua hàng trung bình. Cần gợi ý sản phẩm thiết yếu có giá hợp lý.",2
1623,Female,54628.0,71.0,High School,Single,10.0,Groceries,86.0,Student,3.0,802.0,High,High,Credit Card,Yes,0.2907835241333781,0.7210631496316174,-0.5955990118838153,"Thu nhập trung bình nhưng chi tiêu cao, tần suất mua hàng ít. Cơ hội upsell tốt với các gói giá trị cao hơn hoặc quảng bá sản phẩm cao cấp.",0
1624,Male,61106.0,28.0,Bachelor,Divorced,17.0,Groceries,43.0,Unemployed,3.0,356.0,Medium,Medium,Credit Card,No,0.7253008088119326,-0.7822094472317788,0.2413849585276841,"Thu nhập trung bình, chi tiêu thấp, tần suất mua hàng trung bình. Cần gợi ý sản phẩm thiết yếu có giá hợp lý.",4
1625,Male,70691.0,91.0,High School,Married,16.0,Beauty,52.0,Employed,5.0,462.0,Low,Medium,PayPal,No,1.36822272508917,1.4202597063122668,0.1218158198974699,"Thu nhập cao, chi tiêu cao, tần suất mua hàng trung bình. Khách VIP, có khả năng chi tiêu mạnh, cần ưu đãi đặc biệt và dịch vụ chăm sóc cao cấp.",0
1626,Female,59386.0,68.0,Bachelor,Single,24.0,Furniture,97.0,Employed,4.0,478.0,Low,Medium,Credit Card,No,0.6099303658284324,0.61618366612952,1.0783689289391836,"Thu nhập và chi tiêu trung bình, tần suất mua hàng nhiều. Có thể cá nhân hóa đề xuất sản phẩm dựa trên sở thích và hành vi mua hàng.",0
1627,Female,41297.0,57.0,High School,Married,16.0,Beauty,32.0,Student,5.0,820.0,Low,Low,Cash,Yes,-0.6034044848276915,0.23162555995516285,0.1218158198974699,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng trung bình. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",0
1628,Male,42544.0,29.0,Master,Single,12.0,Groceries,95.0,Employed,4.0,518.0,Medium,Medium,Credit Card,No,-0.5197609136646539,-0.7472496193977463,-0.3564607346233869,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng trung bình. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",1
1629,Female,51696.0,31.0,Master,Single,5.0,Groceries,79.0,Employed,2.0,607.0,Medium,Medium,Credit Card,Yes,0.0941171643498768,-0.6773299637296814,-1.1934447050348862,"Thu nhập trung bình, chi tiêu thấp, tần suất mua hàng ít. Cần gợi ý sản phẩm thiết yếu có giá hợp lý.",1
1630,Male,31510.0,88.0,Bachelor,Single,7.0,Beauty,74.0,Employed,3.0,644.0,High,Low,Credit Card,No,-1.2598757205715958,1.3153802228101694,-0.954306427774458,"Thu nhập thấp nhưng chi tiêu cao, tần suất mua hàng ít. Khách hàng có nhu cầu cao, có thể gợi ý sản phẩm giá phù hợp hoặc chương trình trả góp.",0
1631,Male,87895.0,77.0,High School,Single,29.0,Electronics,62.0,Employed,3.0,755.0,High,High,Installments,No,2.5221954582799464,0.9308221166358123,1.6762146220902545,"Thu nhập cao, chi tiêu cao, tần suất mua hàng nhiều. Khách VIP, có khả năng chi tiêu mạnh, cần ưu đãi đặc biệt và dịch vụ chăm sóc cao cấp.",2
1632,Female,50079.0,29.0,High School,Single,17.0,Sports,2.0,Employed,3.0,664.0,Medium,Medium,Credit Card,No,-0.014344467222402067,-0.7472496193977463,0.2413849585276841,"Thu nhập trung bình, chi tiêu thấp, tần suất mua hàng trung bình. Cần gợi ý sản phẩm thiết yếu có giá hợp lý.",4
1633,Female,72483.0,55.0,Bachelor,Divorced,25.0,Fashion,27.0,Employed,1.0,425.0,Medium,Medium,PayPal,No,1.4884226284766306,0.1617059042870979,1.1979380675693976,"Thu nhập cao, chi tiêu trung bình, tần suất mua hàng nhiều. Khuyến nghị nâng cấp sản phẩm hoặc dịch vụ để tối ưu trải nghiệm khách hàng.",2
1634,Female,47532.0,5.0,High School,Married,17.0,Electronics,13.0,Employed,1.0,818.0,Low,High,Credit Card,No,-0.18518662901250366,-1.5862854874145256,0.2413849585276841,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng trung bình. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",4
1635,Female,51056.0,52.0,Bachelor,Married,6.0,Electronics,54.0,Employed,3.0,503.0,Medium,High,Cash,No,0.05118862742578374,0.056826420785000505,-1.0738755664046722,"Thu nhập và chi tiêu trung bình, tần suất mua hàng ít. Có thể cá nhân hóa đề xuất sản phẩm dựa trên sở thích và hành vi mua hàng.",0
1636,Male,49323.0,24.0,High School,Single,16.0,Groceries,45.0,Employed,4.0,417.0,Low,High,Cash,Yes,-0.065053801463987,-0.9220487585679087,0.1218158198974699,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng trung bình. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",4
1637,Female,69140.0,67.0,Master,Single,12.0,Fashion,20.0,Employed,4.0,692.0,High,Low,PayPal,No,1.2641880988871883,0.5812238382954875,-0.3564607346233869,"Thu nhập và chi tiêu trung bình, tần suất mua hàng trung bình. Có thể cá nhân hóa đề xuất sản phẩm dựa trên sở thích và hành vi mua hàng.",0
1638,Male,87287.0,22.0,Bachelor,Married,15.0,Sports,20.0,Employed,4.0,724.0,High,Low,PayPal,Yes,2.481413348202058,-0.9919684142359736,0.0022466812672556897,"Thu nhập cao, chi tiêu thấp, tần suất mua hàng trung bình. Có thể cần chiến lược khuyến khích chi tiêu thông qua chương trình ưu đãi hấp dẫn.",2
1639,Female,28078.0,62.0,High School,Single,23.0,Fashion,62.0,Student,4.0,332.0,Medium,Low,Cash,No,-1.4900799998270449,0.4064246991253252,0.9587997903089693,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng nhiều. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",3
1640,Female,46348.0,52.0,Bachelor,Married,14.0,Sports,81.0,Employed,1.0,709.0,High,Medium,Credit Card,No,-0.2646044223220758,0.056826420785000505,-0.11732245736295852,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng trung bình. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",0
1641,Female,56365.0,23.0,Master,Married,20.0,Groceries,83.0,Employed,1.0,557.0,Medium,High,PayPal,Yes,0.40729425637892447,-0.9570085864019411,0.6000923744183266,"Thu nhập trung bình, chi tiêu thấp, tần suất mua hàng trung bình. Cần gợi ý sản phẩm thiết yếu có giá hợp lý.",4
1642,Female,23814.0,91.0,High School,Single,19.0,Groceries,9.0,Student,1.0,604.0,Medium,Low,PayPal,Yes,-1.776091377083815,1.4202597063122668,0.4805232357881125,"Thu nhập thấp nhưng chi tiêu cao, tần suất mua hàng trung bình. Khách hàng có nhu cầu cao, có thể gợi ý sản phẩm giá phù hợp hoặc chương trình trả góp.",3
1643,Male,40566.0,15.0,Bachelor,Married,15.0,Furniture,70.0,Student,2.0,336.0,Medium,High,Credit Card,No,-0.652436923095679,-1.236687209074201,0.0022466812672556897,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng trung bình. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",3
1644,Male,56352.0,77.0,High School,Single,1.0,Electronics,61.0,Retired,2.0,613.0,High,Medium,PayPal,No,0.4064222704726538,0.9308221166358123,-1.6717212595557431,"Thu nhập trung bình nhưng chi tiêu cao, tần suất mua hàng ít. Cơ hội upsell tốt với các gói giá trị cao hơn hoặc quảng bá sản phẩm cao cấp.",0
1645,Male,42593.0,8.0,Master,Single,16.0,Furniture,44.0,Student,1.0,459.0,High,Low,PayPal,No,-0.5164741975564031,-1.4814060039124282,0.1218158198974699,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng trung bình. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",4
1646,Female,50356.0,66.0,Bachelor,Single,27.0,Fashion,87.0,Employed,4.0,780.0,Medium,Medium,Cash,No,0.00423554016505696,0.5462640104614551,1.437076344829826,"Thu nhập và chi tiêu trung bình, tần suất mua hàng nhiều. Có thể cá nhân hóa đề xuất sản phẩm dựa trên sở thích và hành vi mua hàng.",0
1647,Female,57504.0,36.0,High School,Married,25.0,Fashion,60.0,Student,5.0,576.0,High,High,Installments,No,0.4836936369360213,-0.502530824559519,1.1979380675693976,"Thu nhập trung bình, chi tiêu thấp, tần suất mua hàng nhiều. Cần gợi ý sản phẩm thiết yếu có giá hợp lý.",4
1648,Male,42172.0,97.0,Master,Married,12.0,Fashion,11.0,Employed,5.0,630.0,Low,High,PayPal,No,-0.544713125751783,1.6300186733164617,-0.3564607346233869,"Thu nhập thấp nhưng chi tiêu cao, tần suất mua hàng trung bình. Khách hàng có nhu cầu cao, có thể gợi ý sản phẩm giá phù hợp hoặc chương trình trả góp.",0
1649,Female,35638.0,30.0,Bachelor,Divorced,8.0,Electronics,33.0,Employed,2.0,531.0,Low,High,Credit Card,No,-0.9829866574111956,-0.7122897915637139,-0.8347372891442437,"Thu nhập và chi tiêu đều thấp, tần suất mua hàng ít. Nên tập trung vào các chương trình khuyến mãi lớn hoặc ưu đãi giá rẻ.",1
1650,Female,35202.0,52.0,Bachelor,Married,12.0,Sports,32.0,Student,1.0,501.0,High,High,PayPal,No,-1.012231723190734,0.056826420785000505,-0.3564607346233869,"Thu nhập thấp nhưng chi tiêu trung bình, tần suất mua hàng trung bình. Nên tập trung vào sản phẩm giá cả phải chăng với giá trị cao.",0
