CustomerID,Gender,Income,SpendingScore,EducationLevel,MaritalStatus,PurchaseFrequency,ProductCategory,LoyaltyScore,EmploymentStatus,HouseholdSize,CreditScore,OnlineShoppingHabit,DiscountSensitivity,PreferredPaymentMethod,SubscriptionStatus
1760,Male,41095,78,High School,Married,9,Fashion,37,Employed,4,684,Medium,Low,Cash,Yes
1761,Female,58898,60,Bachelor,Married,17,Groceries,66,Employed,2,356,High,Medium,Credit Card,No
1762,Male,59057,56,Bachelor,Single,7,Beauty,29,Employed,5,620,High,Medium,Credit Card,Yes
1763,Female,41785,11,Master,Single,24,Beauty,64,Employed,1,487,Medium,Medium,Credit Card,Yes
1764,Male,65249,5,High School,Single,3,Sports,66,Employed,2,632,Medium,Medium,Credit Card,Yes
1765,Male,43473,81,Bachelor,Married,27,Sports,66,Student,4,320,High,Medium,Cash,No
1766,Female,62775,97,High School,Married,29,Fashion,78,Employed,4,722,High,Medium,PayPal,No
1767,Female,29104,74,High School,Married,10,Groceries,53,Employed,3,599,Low,Medium,Cash,No
1768,Male,35533,5,Bachelor,Married,10,Furniture,64,Employed,3,705,High,High,PayPal,No
1769,Male,43776,64,Bachelor,Single,24,Electronics,96,Employed,3,770,Medium,Medium,Credit Card,No
1770,Female,49088,5,High School,Married,5,Groceries,98,Retired,1,700,Medium,Medium,Credit Card,Yes
1771,Male,37420,8,High School,Married,16,Sports,52,Employed,1,608,High,Medium,Cash,Yes
1772,Male,37182,26,High School,Married,21,Fashion,60,Employed,5,369,High,Medium,Installments,No
1773,Female,56768,38,PhD,Divorced,3,Beauty,89,Student,3,573,High,Medium,Credit Card,No
1774,Female,62270,92,Bachelor,Married,17,Electronics,28,Retired,3,818,Low,High,PayPal,No
1775,Male,38346,51,Bachelor,Single,26,Groceries,6,Employed,2,580,Low,Low,Credit Card,Yes
1776,Female,29871,2,Master,Single,17,Beauty,28,Student,5,549,Medium,Medium,Credit Card,No
1777,Female,51455,2,Master,Single,29,Fashion,4,Student,4,464,High,Medium,Credit Card,No
1778,Male,56963,19,Master,Married,11,Furniture,30,Employed,2,739,Medium,High,Installments,Yes
1779,Female,34254,69,PhD,Single,5,Groceries,69,Employed,1,552,Low,Medium,Credit Card,No
1780,Female,75115,47,High School,Married,11,Fashion,51,Employed,3,610,High,Medium,Credit Card,Yes
1781,Female,36832,66,High School,Married,18,Groceries,5,Employed,2,805,Low,Medium,Credit Card,No
1782,Female,46029,96,Master,Single,3,Fashion,26,Student,1,337,Low,Medium,Cash,No
1783,Male,46266,41,Master,Divorced,1,Fashion,19,Employed,2,402,Low,High,PayPal,Yes
1784,Female,37802,86,High School,Married,21,Electronics,78,Unemployed,4,850,Low,Medium,Credit Card,No
1785,Male,77221,96,High School,Single,2,Sports,62,Employed,3,318,Medium,High,PayPal,Yes
1786,Male,35993,56,High School,Married,13,Electronics,26,Retired,5,459,Medium,Medium,Credit Card,No
1787,Female,76049,29,Bachelor,Single,15,Groceries,48,Student,4,333,Medium,Medium,Credit Card,No
1788,Female,45488,75,High School,Married,3,Sports,31,Student,1,370,Low,Medium,Installments,No
1789,Female,45514,40,Bachelor,Single,14,Beauty,96,Unemployed,1,748,High,Low,PayPal,No
1790,Female,40269,53,Bachelor,Married,21,Electronics,32,Student,4,321,High,Medium,Credit Card,No
1791,Female,60223,53,Master,Single,20,Sports,23,,4,763,Medium,High,Credit Card,No
1792,Male,79747,21,Bachelor,Single,28,Furniture,55,Student,4,642,Medium,High,Credit Card,No
1793,Female,41534,69,Bachelor,Married,3,Sports,67,Employed,4,553,Low,Low,Cash,No
1794,Male,45471,70,Bachelor,Married,1,Groceries,50,Employed,1,373,Low,Medium,Credit Card,Yes
1795,Male,71939,22,High School,Married,20,Beauty,52,Student,1,779,Medium,Low,Credit Card,No
1796,Female,33234,9,Bachelor,Married,23,Groceries,51,Unemployed,1,639,Low,Low,Credit Card,No
1797,Female,38279,17,High School,Married,19,Furniture,71,Unemployed,4,586,Medium,Medium,Credit Card,No
1798,Female,70542,43,Master,Married,24,Furniture,26,Unemployed,2,533,Medium,High,Cash,Yes
1799,Female,56325,46,Master,Single,19,Fashion,78,Employed,1,640,Low,Medium,PayPal,No
1800,Male,37025,28,High School,Married,22,Beauty,81,Employed,1,622,Low,Medium,Credit Card,Yes
1801,Male,59326,33,High School,Single,7,Fashion,72,Employed,3,409,Low,Medium,Credit Card,Yes
1802,Female,26887,75,Bachelor,Single,3,Beauty,16,Student,1,370,High,High,PayPal,No
1803,Female,66277,43,Bachelor,Married,29,Electronics,68,Employed,1,547,High,Medium,Credit Card,No
1804,Male,20488,74,Master,Married,7,Sports,16,Student,4,408,Medium,Medium,Installments,No
1805,Male,34672,49,High School,Single,25,Furniture,45,Employed,4,760,Low,High,PayPal,Yes
1806,Male,55620,76,Master,Single,20,Furniture,13,Employed,5,657,Low,Medium,Credit Card,No
1807,Female,31067,80,Bachelor,Single,12,Furniture,65,Employed,5,407,Low,High,PayPal,No
1808,Female,50158,25,High School,Married,18,Beauty,66,Student,2,680,High,Low,PayPal,No
1809,Male,58494,90,High School,Divorced,24,Sports,67,Employed,1,559,High,Medium,Credit Card,No
1810,Male,38919,22,High School,Married,20,Furniture,79,Unemployed,5,758,Low,Medium,PayPal,No
1811,Male,48214,3,Master,Single,11,Fashion,58,Student,4,330,High,Medium,Installments,Yes
1812,Male,62575,25,High School,Single,2,Sports,25,Employed,5,483,High,High,Credit Card,No
1813,Male,56726,55,High School,Divorced,1,Groceries,46,Student,1,618,Medium,Medium,PayPal,Yes
1814,Male,72770,22,Master,Single,16,Sports,74,Unemployed,4,422,Medium,Medium,PayPal,Yes
1815,Male,37406,42,Bachelor,Married,8,Beauty,89,Employed,3,367,Medium,Medium,PayPal,No
1816,Male,35059,1,High School,Married,11,Sports,57,Student,2,732,Low,High,Cash,Yes
1817,Female,69742,51,High School,Married,22,Electronics,58,Employed,3,803,High,Low,Credit Card,No
1818,Male,55698,37,High School,Divorced,14,Electronics,69,Employed,2,822,Low,Low,PayPal,No
1819,Female,46218,73,High School,Married,9,Beauty,93,Employed,1,664,Low,Medium,Credit Card,No
1820,Female,41238,72,Bachelor,Single,24,Beauty,39,Employed,1,634,Medium,Low,Credit Card,No
1821,Male,62211,38,Bachelor,Single,26,Fashion,63,Employed,4,813,Low,Low,Credit Card,Yes
1822,Male,44204,23,Master,Single,29,Fashion,85,Employed,2,370,High,High,Credit Card,No
1823,Male,61686,85,PhD,Married,18,Beauty,48,Employed,3,648,Medium,High,PayPal,No
1824,Male,69000,13,High School,Single,12,Electronics,18,Student,1,797,Medium,Medium,Credit Card,No
1825,Male,51558,74,PhD,Single,7,Beauty,21,Employed,5,664,High,High,Cash,No
1826,Female,29637,93,Bachelor,Single,17,Sports,24,Employed,3,545,Medium,High,Credit Card,No
1827,Female,58527,31,Master,Single,14,Fashion,26,Employed,2,664,High,High,Credit Card,Yes
1828,Male,66609,82,Bachelor,Single,19,Sports,16,Unemployed,1,447,High,Medium,PayPal,No
1829,Female,67999,2,Bachelor,Single,19,Beauty,53,Employed,4,816,Low,Low,Credit Card,Yes
1830,Male,52472,20,Bachelor,Married,21,Fashion,48,Employed,5,780,Low,Medium,Credit Card,No
1831,Male,24260,75,Bachelor,Single,7,Electronics,50,Unemployed,4,438,Low,Medium,Credit Card,No
1832,Female,43186,11,Bachelor,Single,8,Beauty,1,Student,4,615,Medium,Low,Credit Card,No
1833,Male,42549,18,High School,Married,16,Beauty,20,Employed,4,463,High,Medium,Installments,Yes
1834,Female,62803,87,Master,Single,19,Groceries,39,Employed,1,850,Low,Low,PayPal,No
1835,Female,56185,62,Bachelor,Married,1,Sports,77,Employed,3,536,Medium,Low,Installments,No
1836,Female,63487,17,Bachelor,Single,24,Groceries,92,Employed,1,572,High,Low,PayPal,No
1837,Male,39792,55,High School,Single,1,Beauty,2,Employed,1,512,High,Low,Credit Card,No
1838,Female,53192,36,High School,Single,11,Beauty,52,Employed,4,625,Medium,Medium,Credit Card,No
1839,Male,15588,17,Bachelor,Married,29,Furniture,50,Retired,5,578,Medium,Low,Credit Card,No
1840,Female,43861,11,Bachelor,Single,21,Furniture,58,Retired,1,405,Low,Low,Credit Card,No
1841,Female,27746,70,High School,Single,29,Fashion,49,Employed,4,605,Medium,Low,Credit Card,Yes
1842,Male,76084,83,Bachelor,Single,26,Groceries,56,Employed,3,774,Medium,Low,Credit Card,No
1843,Female,57008,48,High School,Married,18,Beauty,24,Retired,5,767,Low,Low,Credit Card,No
1844,Male,56391,82,Bachelor,Single,19,Beauty,31,Unemployed,4,591,Medium,Medium,Credit Card,Yes
1845,Male,31625,5,Bachelor,Single,11,Beauty,10,Employed,4,606,High,Medium,Cash,No
1846,Male,48064,61,Master,Married,3,Fashion,20,Employed,2,591,Medium,High,Credit Card,No
1847,Male,59904,33,PhD,Single,2,Fashion,2,Employed,3,498,Low,High,Cash,No
1848,Female,36927,88,Bachelor,Married,14,Groceries,65,Employed,2,524,Medium,Medium,Credit Card,No
1849,Male,43145,47,Bachelor,Married,17,Sports,46,Student,3,412,Medium,Medium,PayPal,Yes
1850,Female,66593,40,Bachelor,Married,15,Groceries,91,Student,1,800,Medium,Low,Installments,Yes
1851,Female,33917,55,High School,Single,28,Groceries,10,Employed,4,785,High,Medium,PayPal,No
1852,Female,43523,38,High School,Single,10,Fashion,72,Employed,1,763,Low,Low,PayPal,No
1853,Male,37733,76,High School,Single,12,Electronics,22,Retired,4,327,High,Low,Installments,Yes
1854,Female,55084,48,High School,Married,7,Furniture,89,Employed,2,356,Medium,Medium,Installments,No
1855,Female,61628,35,Bachelor,Single,11,Beauty,38,Retired,4,519,Medium,Medium,PayPal,No
1856,Female,74092,50,Bachelor,Married,16,Groceries,7,Retired,4,517,Medium,High,Credit Card,No
1857,Male,55935,50,Bachelor,Married,6,Electronics,24,Employed,3,837,Medium,Medium,Cash,No
1858,Female,68711,68,High School,Divorced,27,Groceries,77,Student,5,306,Low,Medium,PayPal,Yes
1859,Female,55503,27,High School,Single,16,Groceries,48,Employed,1,584,High,Medium,Credit Card,Yes
1860,Female,29498,27,Master,Single,11,Furniture,15,Student,5,566,Low,Medium,Credit Card,Yes
1861,Female,50597,73,High School,Single,8,Electronics,7,Unemployed,1,594,Medium,Medium,PayPal,No
1862,Male,50826,37,Bachelor,Single,2,Beauty,33,Employed,4,663,Low,Medium,Credit Card,Yes
1863,Male,65988,85,Bachelor,Single,8,Electronics,51,Retired,3,545,High,High,PayPal,No
1864,Male,48586,4,High School,Divorced,6,Beauty,5,Unemployed,1,738,Medium,High,Cash,Yes
1865,Male,44429,22,Master,Single,15,Fashion,37,Employed,1,777,Medium,Medium,Installments,Yes
1866,Male,37226,87,Bachelor,Single,24,Furniture,80,Unemployed,1,593,Low,Medium,Credit Card,Yes
1867,Male,46081,39,Bachelor,Single,25,Beauty,76,Retired,4,352,Medium,Medium,Credit Card,Yes
1868,Female,48661,29,High School,Married,28,Furniture,39,Student,1,651,Low,Low,Installments,Yes
1869,Female,58944,37,Bachelor,Single,26,Fashion,5,Retired,4,829,Low,Low,Installments,No
1870,Male,37768,92,High School,Married,25,Groceries,67,Unemployed,4,326,Medium,Low,Credit Card,No
1871,Male,85105,95,Bachelor,Married,3,Fashion,1,Retired,5,732,Medium,Medium,PayPal,No
1872,Male,36436,91,Master,Married,22,Sports,43,Employed,3,319,High,Medium,Installments,No
1873,Female,30815,22,Bachelor,Married,5,Sports,55,Employed,4,511,High,Medium,Installments,No
1874,Female,57649,56,Bachelor,Married,5,Furniture,60,Employed,2,511,Medium,Low,Credit Card,No
1875,Male,30824,33,Bachelor,Married,28,Electronics,84,Unemployed,1,520,Medium,High,Installments,No
1876,Female,50383,61,High School,Married,11,Sports,96,Unemployed,1,503,Medium,Low,PayPal,Yes
1877,Male,39611,87,High School,Married,7,Furniture,85,Retired,4,395,Medium,Low,Installments,No
1878,Female,59785,38,Bachelor,Single,6,Beauty,77,Retired,2,742,High,Medium,Cash,No
1879,Female,52324,41,High School,Married,19,Beauty,50,Employed,4,617,Low,High,Cash,Yes
1880,Female,67134,74,High School,Divorced,29,Sports,35,Employed,1,837,High,Medium,Installments,No
1881,Male,56356,83,Master,Divorced,1,Beauty,56,Employed,2,414,High,Medium,Credit Card,Yes
1882,Female,50714,47,High School,Married,8,Beauty,4,Unemployed,3,806,Low,Medium,Credit Card,No
1883,Male,53068,97,High School,Divorced,12,Groceries,60,Unemployed,1,767,Medium,Medium,Cash,Yes
1884,Female,35468,23,Bachelor,Divorced,15,Groceries,33,Employed,3,776,Low,Medium,Cash,No
1885,Male,39509,68,High School,Single,21,Electronics,14,Student,3,585,Medium,Low,PayPal,No
1886,Female,53288,91,Master,Single,24,Furniture,34,Employed,3,842,Medium,Low,Installments,No
1887,Female,58919,72,Bachelor,Married,6,Groceries,96,Employed,1,375,High,Low,Credit Card,Yes
1888,Female,45119,87,Master,Married,18,Beauty,13,Unemployed,3,753,Low,Medium,Credit Card,No
1889,Female,46809,61,High School,Divorced,8,Furniture,19,Student,5,370,High,Medium,Credit Card,Yes
1890,Female,44088,90,High School,Divorced,20,Sports,61,Employed,1,408,Medium,High,Credit Card,Yes
1891,Male,55645,8,Master,Single,11,Electronics,63,Unemployed,4,627,High,Medium,PayPal,No
1892,Female,50057,57,Bachelor,Single,7,Sports,39,Employed,4,743,Medium,High,Credit Card,Yes
1893,Female,59285,37,Bachelor,Single,12,Electronics,99,Employed,5,822,Low,Low,Installments,No
1894,Female,40735,37,Bachelor,Married,9,Beauty,18,Unemployed,3,570,Low,Medium,Credit Card,No
1895,Female,49184,59,Master,Married,15,Beauty,13,Employed,3,799,Medium,Medium,Credit Card,Yes
1896,Female,72663,50,High School,Married,2,Sports,92,Employed,2,589,Medium,Medium,Cash,No
1897,Female,80549,49,High School,Divorced,23,Electronics,40,Employed,3,743,High,High,Credit Card,Yes
1898,Female,46465,48,High School,Single,24,Electronics,50,Employed,1,566,Medium,Medium,PayPal,Yes
1899,Male,69736,44,High School,Single,24,Electronics,85,Employed,5,731,Low,Medium,Cash,No
1900,Female,69017,97,Master,Single,12,Fashion,9,Student,4,846,Medium,Low,PayPal,No
1901,Male,62297,41,Bachelor,Married,7,Fashion,76,Employed,5,367,High,Low,Credit Card,Yes
1902,Male,23355,40,Master,Single,25,Sports,25,Student,1,674,Medium,High,PayPal,No
1903,Male,28700,38,High School,Married,9,Fashion,58,Employed,1,802,Medium,Low,PayPal,Yes
1904,Male,42402,87,Bachelor,Single,9,Electronics,90,Employed,2,692,High,Low,Credit Card,No
1905,Male,42508,84,Bachelor,Single,1,Electronics,27,Student,3,625,Low,Low,Credit Card,No
1906,Male,36302,14,High School,Single,16,Furniture,15,Employed,4,397,Medium,Medium,PayPal,Yes
1907,Male,58341,24,Master,Married,12,Sports,42,Employed,2,649,Low,Medium,Credit Card,No
1908,Female,59177,77,Bachelor,Married,16,Furniture,67,Employed,5,413,Medium,Medium,PayPal,No
1909,Male,76871,63,Bachelor,Married,2,Furniture,77,Student,5,315,Low,Medium,Cash,No
1910,Male,40898,97,Master,Single,21,Beauty,47,Employed,1,751,Medium,Low,Cash,No
1911,Male,40235,27,High School,Divorced,22,Fashion,78,Retired,1,618,Low,High,Cash,No
1912,Male,52803,99,High School,Single,19,Fashion,56,Employed,4,710,Low,High,Cash,No
1913,Female,30680,76,PhD,Married,5,Sports,61,Unemployed,4,686,Medium,Low,Credit Card,Yes
1914,Female,78045,54,High School,Married,3,Fashion,51,Employed,4,720,Medium,Medium,Credit Card,No
1915,Female,44635,57,High School,Single,25,Beauty,31,Employed,5,786,Low,Medium,Cash,Yes
1916,Male,48808,77,PhD,Married,28,Fashion,10,Student,3,378,Low,High,Credit Card,No
1917,Male,52041,45,Master,Single,21,Groceries,7,Employed,3,522,Medium,Medium,PayPal,No
1918,Male,47782,83,Master,Married,11,Fashion,14,Employed,2,731,High,Low,Credit Card,No
1919,Female,45866,29,Bachelor,Single,28,Sports,44,Employed,4,585,Medium,High,Credit Card,Yes
1920,Female,85326,40,Bachelor,Single,20,Sports,88,Employed,1,824,Medium,Medium,Credit Card,Yes
1921,Female,51296,86,High School,Single,24,Beauty,88,Employed,1,452,Medium,Low,Credit Card,No
1922,Male,57233,44,PhD,Divorced,12,Sports,42,Employed,3,521,High,Medium,Credit Card,No
1923,Male,42590,81,High School,Married,27,Furniture,12,Student,5,429,Medium,Low,Credit Card,Yes
1924,Male,59233,22,PhD,Single,1,Sports,23,Employed,5,617,High,Medium,Cash,No
1925,Female,50469,52,Bachelor,Single,2,Groceries,25,Student,3,336,Medium,Low,Credit Card,No
1926,Male,53738,3,Bachelor,Married,27,Electronics,80,Employed,4,340,Low,Medium,Credit Card,No
1927,Female,57162,47,High School,Married,17,Groceries,100,Employed,4,590,Medium,High,Credit Card,Yes
1928,Female,63238,97,Bachelor,Single,18,Beauty,57,Employed,2,451,Low,Medium,Credit Card,No
1929,Female,60494,66,Bachelor,Single,29,Sports,86,Student,3,516,Medium,High,Installments,No
1930,Male,49652,69,Master,Single,14,Furniture,49,Employed,2,824,Low,Medium,Cash,No
1931,Male,50087,38,Bachelor,Single,25,Electronics,35,Unemployed,5,374,Low,Medium,Credit Card,Yes
1932,Female,33313,56,Bachelor,Married,18,Fashion,97,Employed,2,314,High,High,Credit Card,No
1933,Female,47376,60,Bachelor,Divorced,7,Electronics,51,Student,1,601,Low,Medium,Credit Card,No
1934,Female,51618,54,High School,Single,9,Beauty,58,Student,4,353,High,Medium,PayPal,No
1935,Male,63750,41,Master,Married,2,Groceries,11,Employed,4,614,Medium,Medium,Installments,No
1936,Female,14480,9,Bachelor,Single,9,Sports,100,Employed,3,375,Medium,High,Credit Card,Yes
1937,Female,54638,8,Bachelor,Married,9,Groceries,77,Employed,1,683,Low,High,Cash,Yes
1938,Female,38405,63,High School,Single,2,Electronics,15,Student,4,720,Low,Medium,Credit Card,No
1939,Male,61646,77,High School,Single,26,Sports,47,Employed,3,773,Low,Low,Installments,No
1940,Male,69936,89,PhD,Single,26,Electronics,37,Employed,4,393,Medium,Low,PayPal,No
1941,Male,49276,83,Master,Single,4,Groceries,72,Unemployed,3,739,Low,High,Credit Card,No
1942,Female,71520,39,Bachelor,Married,11,Beauty,1,Employed,4,492,Medium,Low,Credit Card,No
1943,Male,63020,58,High School,Married,8,Fashion,93,Employed,5,313,Low,Low,Credit Card,No
1944,Male,52085,94,High School,Single,6,Furniture,55,Student,2,754,Medium,Medium,Credit Card,No
1945,Male,25953,17,Bachelor,Single,23,Electronics,63,Employed,2,839,High,Medium,PayPal,No
1946,Female,55773,79,High School,Married,21,Sports,27,Unemployed,2,520,Medium,Low,Credit Card,No
1947,Female,37571,22,High School,Single,3,Electronics,99,Employed,4,754,Low,Low,Credit Card,No
1948,Female,7110,56,Bachelor,Single,9,Furniture,4,Unemployed,5,608,Low,High,Credit Card,No
1949,Female,33500,88,Bachelor,Single,14,Electronics,7,Employed,3,355,High,Medium,Credit Card,No
1950,Female,70226,47,Master,Married,25,Furniture,,Retired,2,647,High,Medium,Credit Card,No
1951,Male,51939,91,High School,Married,6,Electronics,22,Student,4,571,Low,High,Cash,No
1952,Female,68411,57,Master,Single,25,Beauty,84,Employed,1,543,Medium,Low,Credit Card,No
1953,Male,73623,23,PhD,Single,3,Electronics,68,Employed,4,563,High,High,Credit Card,No
1954,Male,54155,99,High School,Single,4,Furniture,15,Employed,5,379,High,Medium,Credit Card,No
1955,Male,41340,25,High School,Single,19,Fashion,72,Retired,3,833,High,Low,Credit Card,Yes
1956,Male,34176,21,Master,Married,14,Electronics,23,Unemployed,4,842,High,Medium,Cash,No
1957,Male,49052,16,High School,Married,5,Fashion,36,Employed,1,504,High,Medium,PayPal,No
1958,Male,36616,43,PhD,Single,29,Furniture,41,Employed,5,416,High,Medium,PayPal,No
1959,Female,33001,70,High School,Single,10,Groceries,60,Student,1,512,Low,Low,Credit Card,No
1960,Male,40312,84,Bachelor,Married,23,Fashion,45,Unemployed,1,437,Low,Medium,PayPal,No
1961,Male,45982,49,PhD,Married,12,Furniture,55,Employed,3,312,Medium,Medium,Installments,No
1962,Female,46392,46,Bachelor,Single,1,Furniture,20,Employed,2,471,Medium,Medium,Credit Card,No
1963,Female,48658,23,Bachelor,Married,14,Fashion,29,Retired,4,337,Low,High,PayPal,Yes
1964,Female,56382,2,Bachelor,Single,2,Sports,52,Employed,5,577,High,Low,Credit Card,No
1965,Female,47285,86,Master,Single,25,Fashion,78,Retired,5,390,High,Medium,Cash,No
1966,Female,61308,61,High School,Married,6,Beauty,90,Employed,2,439,High,Medium,Credit Card,No
1967,Female,60705,91,High School,Single,26,Fashion,40,Employed,5,472,Medium,Medium,Credit Card,Yes
1968,Female,64990,27,Bachelor,Single,1,Furniture,16,Employed,1,501,Medium,Medium,Cash,No
1969,Male,48239,61,Bachelor,Single,8,Electronics,38,Unemployed,5,481,Medium,High,Credit Card,No
1970,Male,31402,63,Master,Married,18,Sports,45,Student,1,820,Low,Low,Credit Card,No
1971,Male,46392,11,High School,Divorced,9,Groceries,66,Employed,2,596,High,Medium,Credit Card,No
1972,Female,35476,11,Master,Single,23,Furniture,84,Unemployed,5,518,Medium,High,Credit Card,No
1973,Female,61954,13,High School,Single,26,Furniture,35,Student,4,440,Medium,Low,Installments,Yes
1974,Male,27832,99,Bachelor,Married,24,Fashion,72,Employed,3,439,Medium,Medium,Credit Card,No
1975,Male,55111,41,PhD,Divorced,19,Sports,62,Employed,3,764,Medium,Medium,Cash,No
1976,Male,53023,72,High School,Single,10,Furniture,97,Student,3,749,High,Low,Installments,No
1977,Female,60997,53,High School,Single,13,Furniture,82,Employed,5,553,Low,Low,Installments,Yes
1978,Female,54089,12,PhD,Married,25,Sports,49,Retired,3,599,Medium,Medium,PayPal,No
1979,Male,49295,13,High School,Married,10,Sports,34,Employed,4,825,Medium,Medium,Cash,No
1980,Male,33603,95,Bachelor,Married,1,Furniture,91,Student,1,577,High,Medium,Installments,No
1981,Female,75590,9,Bachelor,Single,16,Electronics,2,Student,5,302,Medium,Medium,Credit Card,No
1982,Female,49227,32,Master,Single,5,Electronics,36,Retired,3,801,Medium,Low,PayPal,No
1983,Female,44722,87,High School,Married,1,Electronics,73,Retired,4,815,Medium,High,Cash,Yes
1984,Male,51727,32,Bachelor,Single,9,Furniture,87,Employed,3,435,Medium,High,Credit Card,No
1985,Female,66933,10,Master,Single,28,Fashion,73,Unemployed,4,746,Low,Low,PayPal,Yes
1986,Male,46227,72,Bachelor,Single,4,Sports,32,Employed,5,365,Medium,Medium,Cash,No
1987,Female,67262,43,Master,Single,16,Beauty,11,Employed,2,690,High,Low,Credit Card,Yes
1988,Female,53082,6,Bachelor,Married,19,Furniture,79,Employed,3,666,Low,High,Cash,No
1989,Male,61018,24,Bachelor,Married,25,Beauty,60,Student,1,696,High,Medium,PayPal,No
1990,Female,53860,6,High School,Single,11,Sports,99,Unemployed,5,341,Medium,Low,PayPal,Yes
1991,Male,60101,19,Bachelor,Single,23,Beauty,70,Student,3,564,High,Medium,Credit Card,Yes
1992,Female,63158,49,Master,Married,16,Sports,83,Retired,4,764,Low,Low,Installments,No
1993,Male,56490,21,High School,Single,13,Electronics,16,Student,5,368,High,Medium,PayPal,Yes
1994,Male,73929,4,Bachelor,Divorced,11,Beauty,5,Employed,3,703,Medium,Low,PayPal,No
1995,Female,48258,33,Bachelor,Single,14,Furniture,38,Employed,3,459,Medium,Medium,PayPal,No
1996,Female,67759,74,Master,Single,8,Sports,9,Student,3,680,Low,Medium,Cash,No
1997,Female,40676,35,Bachelor,Single,15,Groceries,51,Retired,1,473,High,Low,Credit Card,Yes
1998,Female,56089,33,High School,Married,23,Fashion,20,Retired,4,754,Medium,Low,Credit Card,No
1999,Male,37575,56,Bachelor,Married,13,Electronics,89,Employed,5,664,Medium,Low,Credit Card,Yes
2000,Male,37811,46,Bachelor,Single,20,Groceries,54,Employed,2,608,High,High,Credit Card,No
2001,Female,69717,39,Bachelor,Single,1,Fashion,42,Student,2,575,Medium,Medium,Credit Card,No
2002,Female,81322,92,Bachelor,Married,6,Electronics,32,Retired,3,560,High,Low,Credit Card,No
2003,Male,47579,81,High School,Married,24,Groceries,98,Unemployed,5,749,High,High,Credit Card,No
2004,Female,34904,45,Bachelor,Married,9,Sports,56,Unemployed,1,610,High,Medium,Credit Card,Yes
2005,Female,49834,65,Bachelor,Married,26,Groceries,27,Student,2,415,Low,High,PayPal,No
2006,Male,38438,49,Bachelor,Married,19,Groceries,14,Employed,4,459,Medium,Low,PayPal,No
2007,Male,69466,13,Bachelor,Married,7,Sports,46,Employed,2,565,Low,High,Installments,No
2008,Male,,40,Bachelor,Married,20,Sports,36,Employed,1,587,Medium,Low,Cash,No
2009,Male,58734,92,High School,Single,29,Groceries,33,Employed,3,821,Medium,Low,PayPal,No
2010,Female,48286,75,Master,Married,29,Groceries,83,Employed,1,344,Medium,Low,PayPal,Yes
2011,Male,39222,50,Bachelor,Married,26,Fashion,69,Employed,5,725,Medium,Low,Credit Card,Yes
2012,Male,65842,76,Master,Single,12,Groceries,48,Employed,4,688,High,Low,Credit Card,Yes
2013,Female,48352,13,Master,Single,22,Groceries,65,Employed,4,754,High,Medium,PayPal,No
2014,Female,34457,26,Bachelor,Married,6,Fashion,60,Unemployed,1,499,Medium,Low,PayPal,Yes
2015,Female,73275,29,Master,Divorced,7,Sports,5,Employed,2,504,Medium,Medium,Credit Card,No
2016,Male,87065,100,High School,Divorced,13,Electronics,63,Employed,1,542,Low,High,Cash,No
2017,Female,52359,59,High School,Single,27,Furniture,69,Employed,2,369,Medium,Medium,Credit Card,Yes
2018,Female,55344,74,High School,Divorced,11,Sports,74,Employed,2,718,High,Medium,Installments,No
2019,Male,77182,22,Master,Married,5,Electronics,37,Employed,1,527,Medium,High,Credit Card,No
2020,Female,45537,50,High School,Divorced,4,Fashion,56,Employed,4,735,High,Medium,Credit Card,Yes
2021,Male,66875,76,Bachelor,Single,2,Fashion,94,Retired,1,521,Medium,Medium,Credit Card,No
2022,Female,41418,20,Bachelor,Single,12,Sports,54,Employed,3,579,High,Medium,Cash,No
2023,Female,57213,40,Bachelor,Married,1,Fashion,36,Employed,1,652,High,Medium,Credit Card,No
2024,Female,35525,72,Master,Single,10,Electronics,87,Employed,5,456,High,Medium,PayPal,No
2025,Male,46163,66,High School,Married,1,Sports,97,Employed,4,346,Medium,Low,Credit Card,No
2026,Female,25129,69,Bachelor,Single,23,Electronics,72,Student,4,541,High,Medium,Cash,No
2027,Female,57372,64,Bachelor,Married,3,Beauty,90,Student,5,822,Low,Medium,Installments,No
2028,Female,55997,60,Bachelor,Single,9,Fashion,63,Employed,2,309,Low,Medium,Cash,Yes
2029,Male,34691,26,Bachelor,Married,27,Beauty,53,Employed,1,438,Medium,Medium,Installments,No
2030,Female,82931,15,Master,Single,7,Sports,30,Student,3,631,Low,High,Cash,No
2031,Male,51146,14,Master,Single,26,Electronics,77,Employed,4,665,Medium,Low,Credit Card,Yes
2032,Female,47892,100,Bachelor,Married,23,Electronics,51,Employed,4,309,Medium,Medium,Credit Card,No
2033,Female,35333,9,High School,Married,13,Sports,59,Employed,4,336,Medium,High,PayPal,Yes
2034,Male,61716,97,Master,Married,4,Electronics,73,Employed,5,622,Low,High,Installments,Yes
2035,Male,36542,59,High School,Married,7,Furniture,81,Employed,4,776,High,Low,Credit Card,No
2036,Female,61472,60,Master,Divorced,6,Furniture,44,Unemployed,4,805,Medium,Low,Credit Card,No
2037,Male,36863,73,Bachelor,Single,5,Fashion,86,Employed,3,779,High,Medium,Cash,No
2038,Female,56520,70,Bachelor,Single,3,Furniture,100,Employed,2,802,Medium,Medium,Installments,No
